,year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,concat,temp_converted
0,2019,Jan,1,1.00,125,122,-9999,200,67,-9999,-9999,-9999,0.0,2019Jan1,54.5
1,2019,Jan,1,2.00,123,123,-9999,200,46,-9999,-9999,-9999,0.0,2019Jan1,54.14
2,2019,Jan,1,3.00,130,124,-9999,190,15,-9999,-9999,-9999,0.0,2019Jan1,55.400000000000006
3,2019,Jan,1,4.00,129,121,-9999,0,0,-9999,2,-9999,0.0,2019Jan1,55.22
4,2019,Jan,1,5.00,130,124,-9999,0,0,-9999,-9999,-9999,0.0,2019Jan1,55.400000000000006
5,2019,Jan,1,6.00,128,125,-9999,0,0,-9999,-9999,3,0.0,2019Jan1,55.040000000000006
6,2019,Jan,1,7.00,130,123,-9999,0,0,-9999,-9999,-9999,0.0,2019Jan1,55.400000000000006
7,2019,Jan,1,8.00,115,111,-9999,290,51,-9999,-9999,-9999,0.0,2019Jan1,52.7
8,2019,Jan,1,9.00,109,80,-9999,300,51,-9999,3,-9999,0.0,2019Jan1,51.620000000000005
9,2019,Jan,1,10.00,103,71,-9999,290,51,4,3,-9999,0.0,2019Jan1,50.540000000000006
10,2019,Jan,1,11.00,104,60,-9999,260,46,4,-9999,-9999,0.0,2019Jan1,50.72
11,2019,Jan,1,12.00,101,51,-9999,300,72,0,-9999,5,0.0,2019Jan1,50.18
12,2019,Jan,1,13.00,98,60,-9999,290,57,0,-9999,-9999,0.0,2019Jan1,49.64
13,2019,Jan,1,14.00,96,65,-9999,290,57,0,-9999,-9999,0.0,2019Jan1,49.28
14,2019,Jan,1,15.00,97,65,-9999,280,62,0,-9999,-9999,0.0,2019Jan1,49.46
15,2019,Jan,1,16.00,102,62,-9999,290,82,0,-9999,-9999,0.0,2019Jan1,50.36
16,2019,Jan,1,17.00,105,61,-9999,300,67,0,-9999,-9999,0.0,2019Jan1,50.900000000000006
17,2019,Jan,1,18.00,101,58,-9999,290,72,0,-9999,-9999,0.0,2019Jan1,50.18
18,2019,Jan,1,19.00,104,54,-9999,290,72,0,-9999,-9999,0.0,2019Jan1,50.72
19,2019,Jan,1,20.00,105,55,-9999,300,72,0,-9999,-9999,0.0,2019Jan1,50.900000000000006
20,2019,Jan,1,21.00,106,50,-9999,0,0,0,-9999,-9999,0.0,2019Jan1,51.08
21,2019,Jan,1,22.00,102,44,-9999,310,41,0,-9999,-9999,0.0,2019Jan1,50.36
22,2019,Jan,1,23.00,93,48,-9999,310,21,0,-9999,-9999,0.0,2019Jan1,48.74
23,2019,Jan,2,0.00,86,51,-9999,0,0,0,-9999,-9999,0.0,2019Jan2,47.480000000000004
24,2019,Jan,2,1.00,85,55,-9999,0,0,4,-9999,-9999,0.0,2019Jan2,47.3
25,2019,Jan,2,2.00,81,51,-9999,290,51,4,-9999,-9999,0.0,2019Jan2,46.58
26,2019,Jan,2,3.00,79,55,-9999,0,0,0,-9999,-9999,0.0,2019Jan2,46.22
27,2019,Jan,2,4.00,70,40,-9999,0,0,0,-9999,-9999,0.0,2019Jan2,44.6
28,2019,Jan,2,5.00,55,48,-9999,0,0,0,-9999,-9999,0.0,2019Jan2,41.9
