year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6
2019,1,1,1,125,122,-9999,200,67,-9999,-9999,-9999
2019,1,1,2,123,123,-9999,200,46,-9999,-9999,-9999
2019,1,1,3,130,124,-9999,190,15,-9999,-9999,-9999
2019,1,1,4,129,121,-9999,0,0,-9999,2,-9999
2019,1,1,5,130,124,-9999,0,0,-9999,-9999,-9999
2019,1,1,6,128,125,-9999,0,0,-9999,-9999,3
2019,1,1,7,130,123,-9999,0,0,-9999,-9999,-9999
2019,1,1,8,115,111,-9999,290,51,-9999,-9999,-9999
2019,1,1,9,109,80,-9999,300,51,-9999,3,-9999
2019,1,1,10,103,71,-9999,290,51,4,3,-9999
2019,1,1,11,104,60,-9999,260,46,4,-9999,-9999
2019,1,1,12,101,51,-9999,300,72,0,-9999,5
2019,1,1,13,98,60,-9999,290,57,0,-9999,-9999
2019,1,1,14,96,65,-9999,290,57,0,-9999,-9999
2019,1,1,15,97,65,-9999,280,62,0,-9999,-9999
2019,1,1,16,102,62,-9999,290,82,0,-9999,-9999
2019,1,1,17,105,61,-9999,300,67,0,-9999,-9999
2019,1,1,18,101,58,-9999,290,72,0,-9999,-9999
2019,1,1,19,104,54,-9999,290,72,0,-9999,-9999
2019,1,1,20,105,55,-9999,300,72,0,-9999,-9999
2019,1,1,21,106,50,-9999,0,0,0,-9999,-9999
2019,1,1,22,102,44,-9999,310,41,0,-9999,-9999
2019,1,1,23,93,48,-9999,310,21,0,-9999,-9999
2019,1,2,0,86,51,-9999,0,0,0,-9999,-9999
2019,1,2,1,85,55,-9999,0,0,4,-9999,-9999
2019,1,2,2,81,51,-9999,290,51,4,-9999,-9999
2019,1,2,3,79,55,-9999,0,0,0,-9999,-9999
2019,1,2,4,70,40,-9999,0,0,0,-9999,-9999
2019,1,2,5,55,48,-9999,0,0,0,-9999,-9999
2019,1,2,6,42,42,-9999,0,0,0,-9999,-9999
2019,1,2,7,35,35,-9999,0,0,0,-9999,-9999
2019,1,2,8,23,23,-9999,0,0,0,-9999,-9999
2019,1,2,9,15,15,-9999,0,0,9,-9999,-9999
2019,1,2,10,16,16,-9999,0,0,0,-9999,-9999
2019,1,2,11,16,16,-9999,0,0,0,-9999,-9999
2019,1,2,12,15,15,-9999,0,0,0,-9999,-9999
2019,1,2,13,17,17,-9999,0,0,0,-9999,-9999
2019,1,2,14,31,31,-9999,0,0,-9999,-9999,-9999
2019,1,2,15,52,50,-9999,0,0,4,-9999,-9999
2019,1,2,16,75,53,-9999,0,0,4,-9999,-9999
2019,1,2,17,85,46,-9999,0,0,4,-9999,-9999
2019,1,2,18,65,50,-9999,0,0,4,-9999,-9999
2019,1,2,19,67,56,-9999,0,0,-9999,-9999,-9999
2019,1,2,20,70,47,-9999,0,0,4,-9999,-9999
2019,1,2,21,60,57,-9999,0,0,4,-9999,-9999
2019,1,2,22,65,60,-9999,200,15,4,-9999,-9999
