year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6
2016,1,1,1,55,21,-9999,290,31,4,-9999,-9999
2016,1,1,2,51,20,-9999,270,26,4,-9999,-9999
2016,1,1,3,48,14,-9999,320,57,-9999,-9999,-9999
2016,1,1,4,42,5,-9999,310,46,-9999,-9999,-9999
2016,1,1,5,36,0,-9999,290,26,-9999,-9999,-9999
2016,1,1,6,31,0,-9999,290,46,0,-9999,-9999
2016,1,1,7,30,-1,-9999,300,36,4,-9999,-9999
2016,1,1,8,25,-2,-9999,300,31,-9999,-9999,-9999
2016,1,1,9,23,-5,-9999,310,57,4,-9999,-9999
2016,1,1,10,21,-5,-9999,300,21,-9999,-9999,-9999
2016,1,1,11,20,-5,-9999,290,21,-9999,-9999,-9999
2016,1,1,12,18,-10,-9999,300,46,-9999,-9999,-9999
2016,1,1,13,15,-9,-9999,290,57,-9999,-9999,-9999
2016,1,1,14,14,-14,-9999,300,67,-9999,-9999,-9999
2016,1,1,15,13,-19,-9999,290,46,0,-9999,-9999
2016,1,1,16,20,-24,-9999,300,62,0,-9999,-9999
2016,1,1,17,40,-38,-9999,280,77,0,-9999,-9999
2016,1,1,18,41,-37,-9999,300,82,0,-9999,-9999
2016,1,1,19,35,-53,-9999,290,88,0,-9999,-9999
2016,1,1,20,27,-62,-9999,300,72,0,-9999,-9999
2016,1,1,21,21,-57,-9999,290,72,0,-9999,-9999
2016,1,1,22,16,-70,-9999,300,82,0,-9999,-9999
2016,1,1,23,5,-54,-9999,290,88,0,-9999,-9999
2016,1,2,0,-1,-40,-9999,290,72,0,-9999,-9999
2016,1,2,1,-6,-41,-9999,300,67,0,-9999,-9999
2016,1,2,2,-8,-44,-9999,300,15,4,-9999,-9999
2016,1,2,3,-9,-51,-9999,350,21,-9999,-9999,-9999
2016,1,2,4,-14,-60,-9999,290,41,4,-9999,-9999
2016,1,2,5,-20,-60,-9999,320,31,0,-9999,-9999
2016,1,2,6,-25,-63,-9999,310,46,4,-9999,-9999
2016,1,2,7,-30,-67,-9999,300,82,0,-9999,-9999
2016,1,2,8,-32,-69,-9999,300,88,0,-9999,-9999
2016,1,2,9,-35,-72,-9999,300,88,0,-9999,-9999
2016,1,2,10,-35,-73,-9999,320,98,0,-9999,-9999
2016,1,2,11,-36,-72,-9999,280,62,0,-9999,-9999
2016,1,2,12,-37,-72,-9999,300,57,0,-9999,-9999
2016,1,2,13,-38,-70,-9999,280,67,0,-9999,-9999
2016,1,2,14,-35,-71,-9999,290,88,0,-9999,-9999
2016,1,2,15,-18,-80,-9999,290,77,0,-9999,-9999
2016,1,2,16,1,-88,-9999,270,41,0,-9999,-9999
2016,1,2,17,25,-82,-9999,280,51,0,-9999,-9999
2016,1,2,18,39,-101,-9999,290,36,0,-9999,-9999
2016,1,2,19,55,-101,-9999,310,67,0,-9999,-9999
2016,1,2,20,56,-106,-9999,310,88,0,-9999,-9999
2016,1,2,21,51,-109,-9999,290,77,0,-9999,-9999
2016,1,2,22,40,-107,-9999,290,41,0,-9999,-9999
2016,1,2,23,26,-106,-9999,280,31,0,-9999,-9999
2016,1,3,0,15,-81,-9999,250,21,0,-9999,-9999
2016,1,3,1,0,-82,-9999,270,15,0,-9999,-9999
2016,1,3,2,4,-104,-9999,250,31,0,-9999,-9999
2016,1,3,3,0,-116,-9999,300,31,0,-9999,-9999
2016,1,3,4,0,-124,-9999,270,26,0,-9999,-9999
2016,1,3,5,0,-125,-9999,270,51,0,-9999,-9999
2016,1,3,6,0,-115,-9999,260,15,0,-9999,-9999
2016,1,3,7,-6,-82,-9999,270,21,0,-9999,-9999
2016,1,3,8,-7,-70,-9999,290,51,0,-9999,-9999
2016,1,3,9,-11,-73,-9999,0,0,0,-9999,-9999
2016,1,3,10,-15,-72,-9999,290,15,0,-9999,-9999
2016,1,3,11,-13,-79,-9999,330,41,0,-9999,-9999
2016,1,3,12,-11,-82,-9999,320,57,0,-9999,-9999
2016,1,3,13,-15,-80,-9999,300,62,0,-9999,-9999
2016,1,3,14,-12,-80,-9999,310,51,0,-9999,-9999
2016,1,3,15,0,-80,-9999,320,77,0,-9999,-9999
2016,1,3,16,15,-92,-9999,320,82,0,-9999,-9999
2016,1,3,17,28,-101,-9999,300,88,0,-9999,-9999
2016,1,3,18,33,-111,-9999,330,67,0,-9999,-9999
2016,1,3,19,42,-110,-9999,310,72,0,-9999,-9999
2016,1,3,20,46,-111,-9999,340,57,0,-9999,-9999
2016,1,3,21,39,-92,-9999,310,31,0,-9999,-9999
2016,1,3,22,30,-75,-9999,300,41,0,-9999,-9999
2016,1,3,23,20,-70,-9999,310,26,0,-9999,-9999
2016,1,4,0,15,-67,-9999,320,36,0,-9999,-9999
2016,1,4,1,11,-65,-9999,300,26,0,-9999,-9999
2016,1,4,2,10,-65,-9999,260,21,0,-9999,-9999
2016,1,4,3,10,-64,-9999,320,46,0,-9999,-9999
2016,1,4,4,8,-58,-9999,310,57,0,-9999,-9999
2016,1,4,5,0,-56,-9999,320,46,0,-9999,-9999
2016,1,4,6,-5,-57,-9999,310,41,0,-9999,-9999
2016,1,4,7,-10,-57,-9999,300,51,4,-9999,-9999
2016,1,4,8,-11,-58,-9999,310,57,-9999,-9999,-9999
2016,1,4,9,-14,-63,-9999,320,67,-9999,-9999,-9999
