Unnamed: 0,year,month,day,hour,temp,dew_point,sea_level_pressure,wind_dir,wind_speed,coverage,precip_1,precip_6,in_season,concat,temp_converted,index,sunrise,sunset
0,2019,Jan,1,1.0,125,122,-9999,200,67,-9999,-9999,-9999,0.0,2019Jan1,54.5,0,7.37,17.22
1,2019,Jan,1,2.0,123,123,-9999,200,46,-9999,-9999,-9999,0.0,2019Jan1,54.14,1,7.37,17.22
2,2019,Jan,1,3.0,130,124,-9999,190,15,-9999,-9999,-9999,0.0,2019Jan1,55.40000000000001,2,7.37,17.22
3,2019,Jan,1,4.0,129,121,-9999,0,0,-9999,2,-9999,0.0,2019Jan1,55.22,3,7.37,17.22
4,2019,Jan,1,5.0,130,124,-9999,0,0,-9999,-9999,-9999,0.0,2019Jan1,55.40000000000001,4,7.37,17.22
5,2019,Jan,1,6.0,128,125,-9999,0,0,-9999,-9999,3,0.0,2019Jan1,55.040000000000006,5,7.37,17.22
6,2019,Jan,1,7.0,130,123,-9999,0,0,-9999,-9999,-9999,0.0,2019Jan1,55.40000000000001,6,7.37,17.22
7,2019,Jan,1,8.0,115,111,-9999,290,51,-9999,-9999,-9999,0.0,2019Jan1,52.7,7,7.37,17.22
8,2019,Jan,1,9.0,109,80,-9999,300,51,-9999,3,-9999,0.0,2019Jan1,51.62000000000001,8,7.37,17.22
9,2019,Jan,1,10.0,103,71,-9999,290,51,4,3,-9999,0.0,2019Jan1,50.540000000000006,9,7.37,17.22
10,2019,Jan,1,11.0,104,60,-9999,260,46,4,-9999,-9999,0.0,2019Jan1,50.72,10,7.37,17.22
11,2019,Jan,1,12.0,101,51,-9999,300,72,0,-9999,5,0.0,2019Jan1,50.18,11,7.37,17.22
12,2019,Jan,1,13.0,98,60,-9999,290,57,0,-9999,-9999,0.0,2019Jan1,49.64,12,7.37,17.22
13,2019,Jan,1,14.0,96,65,-9999,290,57,0,-9999,-9999,0.0,2019Jan1,49.28,13,7.37,17.22
14,2019,Jan,1,15.0,97,65,-9999,280,62,0,-9999,-9999,0.0,2019Jan1,49.46,14,7.37,17.22
15,2019,Jan,1,16.0,102,62,-9999,290,82,0,-9999,-9999,0.0,2019Jan1,50.36,15,7.37,17.22
16,2019,Jan,1,17.0,105,61,-9999,300,67,0,-9999,-9999,0.0,2019Jan1,50.90000000000001,16,7.37,17.22
17,2019,Jan,1,18.0,101,58,-9999,290,72,0,-9999,-9999,0.0,2019Jan1,50.18,17,7.37,17.22
18,2019,Jan,1,19.0,104,54,-9999,290,72,0,-9999,-9999,0.0,2019Jan1,50.72,18,7.37,17.22
19,2019,Jan,1,20.0,105,55,-9999,300,72,0,-9999,-9999,0.0,2019Jan1,50.90000000000001,19,7.37,17.22
20,2019,Jan,1,21.0,106,50,-9999,0,0,0,-9999,-9999,0.0,2019Jan1,51.08,20,7.37,17.22
21,2019,Jan,1,22.0,102,44,-9999,310,41,0,-9999,-9999,0.0,2019Jan1,50.36,21,7.37,17.22
22,2019,Jan,1,23.0,93,48,-9999,310,21,0,-9999,-9999,0.0,2019Jan1,48.74,22,7.37,17.22
23,2019,Jan,2,0.0,86,51,-9999,0,0,0,-9999,-9999,0.0,2019Jan2,47.48,23,7.38,17.23
24,2019,Jan,2,1.0,85,55,-9999,0,0,4,-9999,-9999,0.0,2019Jan2,47.3,24,7.38,17.23
25,2019,Jan,2,2.0,81,51,-9999,290,51,4,-9999,-9999,0.0,2019Jan2,46.58,25,7.38,17.23
26,2019,Jan,2,3.0,79,55,-9999,0,0,0,-9999,-9999,0.0,2019Jan2,46.22,26,7.38,17.23
27,2019,Jan,2,4.0,70,40,-9999,0,0,0,-9999,-9999,0.0,2019Jan2,44.6,27,7.38,17.23
28,2019,Jan,2,5.0,55,48,-9999,0,0,0,-9999,-9999,0.0,2019Jan2,41.9,28,7.38,17.23
29,2019,Jan,2,6.0,42,42,-9999,0,0,0,-9999,-9999,0.0,2019Jan2,39.56,29,7.38,17.23
30,2019,Jan,2,7.0,35,35,-9999,0,0,0,-9999,-9999,0.0,2019Jan2,38.3,30,7.38,17.23
31,2019,Jan,2,8.0,23,23,-9999,0,0,0,-9999,-9999,0.0,2019Jan2,36.14,31,7.38,17.23
32,2019,Jan,2,9.0,15,15,-9999,0,0,9,-9999,-9999,0.0,2019Jan2,34.7,32,7.38,17.23
33,2019,Jan,2,10.0,16,16,-9999,0,0,0,-9999,-9999,0.0,2019Jan2,34.88,33,7.38,17.23
34,2019,Jan,2,11.0,16,16,-9999,0,0,0,-9999,-9999,0.0,2019Jan2,34.88,34,7.38,17.23
35,2019,Jan,2,12.0,15,15,-9999,0,0,0,-9999,-9999,0.0,2019Jan2,34.7,35,7.38,17.23
36,2019,Jan,2,13.0,17,17,-9999,0,0,0,-9999,-9999,0.0,2019Jan2,35.06,36,7.38,17.23
37,2019,Jan,2,14.0,31,31,-9999,0,0,-9999,-9999,-9999,0.0,2019Jan2,37.58,37,7.38,17.23
38,2019,Jan,2,15.0,52,50,-9999,0,0,4,-9999,-9999,0.0,2019Jan2,41.36,38,7.38,17.23
39,2019,Jan,2,16.0,75,53,-9999,0,0,4,-9999,-9999,0.0,2019Jan2,45.5,39,7.38,17.23
40,2019,Jan,2,17.0,85,46,-9999,0,0,4,-9999,-9999,0.0,2019Jan2,47.3,40,7.38,17.23
41,2019,Jan,2,18.0,65,50,-9999,0,0,4,-9999,-9999,0.0,2019Jan2,43.7,41,7.38,17.23
42,2019,Jan,2,19.0,67,56,-9999,0,0,-9999,-9999,-9999,0.0,2019Jan2,44.06,42,7.38,17.23
43,2019,Jan,2,20.0,70,47,-9999,0,0,4,-9999,-9999,0.0,2019Jan2,44.6,43,7.38,17.23
44,2019,Jan,2,21.0,60,57,-9999,0,0,4,-9999,-9999,0.0,2019Jan2,42.8,44,7.38,17.23
45,2019,Jan,2,22.0,65,60,-9999,200,15,4,-9999,-9999,0.0,2019Jan2,43.7,45,7.38,17.23
46,2019,Jan,2,23.0,60,55,-9999,0,0,0,-9999,-9999,0.0,2019Jan2,42.8,46,7.38,17.23
47,2019,Jan,3,0.0,63,54,-9999,0,0,4,-9999,-9999,0.0,2019Jan3,43.34,47,7.38,17.24
48,2019,Jan,3,1.0,60,55,-9999,0,0,0,-9999,-9999,0.0,2019Jan3,42.8,48,7.38,17.24
49,2019,Jan,3,2.0,57,57,-9999,0,0,4,3,-9999,0.0,2019Jan3,42.26,49,7.38,17.24
50,2019,Jan,3,3.0,61,61,-9999,0,0,0,-9999,-9999,0.0,2019Jan3,42.98,50,7.38,17.24
51,2019,Jan,3,4.0,65,65,-9999,0,0,0,10,-9999,0.0,2019Jan3,43.7,51,7.38,17.24
52,2019,Jan,3,5.0,65,62,-9999,280,46,-9999,-9999,-9999,0.0,2019Jan3,43.7,52,7.38,17.24
53,2019,Jan,3,6.0,58,58,-9999,290,72,-9999,-9999,15,0.0,2019Jan3,42.44,53,7.38,17.24
54,2019,Jan,3,7.0,60,56,-9999,290,57,-9999,-9999,-9999,0.0,2019Jan3,42.8,54,7.38,17.24
55,2019,Jan,3,8.0,61,57,-9999,290,67,-9999,-9999,-9999,0.0,2019Jan3,42.98,55,7.38,17.24
56,2019,Jan,3,9.0,60,58,-9999,0,0,-9999,3,-9999,0.0,2019Jan3,42.8,56,7.38,17.24
57,2019,Jan,3,10.0,62,61,-9999,290,46,-9999,3,-9999,0.0,2019Jan3,43.16,57,7.38,17.24
58,2019,Jan,3,11.0,66,65,-9999,280,62,-9999,3,-9999,0.0,2019Jan3,43.88,58,7.38,17.24
59,2019,Jan,3,12.0,72,70,-9999,280,31,4,-9999,8,0.0,2019Jan3,44.96,59,7.38,17.24
60,2019,Jan,3,13.0,66,65,-9999,280,41,-9999,-9999,-9999,0.0,2019Jan3,43.88,60,7.38,17.24
61,2019,Jan,3,14.0,60,59,-9999,280,31,-9999,-9999,-9999,0.0,2019Jan3,42.8,61,7.38,17.24
62,2019,Jan,3,15.0,60,57,-9999,300,41,-9999,-9999,-9999,0.0,2019Jan3,42.8,62,7.38,17.24
63,2019,Jan,3,16.0,63,59,-9999,310,26,-9999,-9999,-9999,0.0,2019Jan3,43.34,63,7.38,17.24
64,2019,Jan,3,17.0,68,65,-9999,300,62,-9999,-9999,-9999,0.0,2019Jan3,44.24,64,7.38,17.24
65,2019,Jan,3,18.0,81,58,-9999,290,77,-9999,-9999,-9999,0.0,2019Jan3,46.58,65,7.38,17.24
66,2019,Jan,3,19.0,89,52,-9999,300,26,-9999,-9999,-9999,0.0,2019Jan3,48.02,66,7.38,17.24
67,2019,Jan,3,20.0,86,54,-9999,310,51,4,-9999,-9999,0.0,2019Jan3,47.48,67,7.38,17.24
